,location,total_sqft,bath,price,bhk
2945,Panathur,1050.0,2.0,60.0,2
2946,Panathur,1007.0,2.0,64.0,2
2947,Panathur,1210.0,2.0,77.93,2
2948,Panathur,1230.0,2.0,80.0,2
2949,Panathur,980.0,2.0,57.0,2
2950,Panathur,1210.0,2.0,69.0,2
2951,Parappana Agrahara,1194.0,2.0,47.0,2
2952,Parappana Agrahara,1194.0,2.0,47.0,2
2953,Parappana Agrahara,1194.0,2.0,46.0,2
2954,Parappana Agrahara,1194.0,2.0,47.0,2
2955,Parappana Agrahara,1194.0,2.0,46.0,2
2956,Parappana Agrahara,1194.0,2.0,47.0,2
2957,Parappana Agrahara,1194.0,2.0,47.0,2
2958,Parappana Agrahara,1092.0,2.0,43.0,2
2959,Parappana Agrahara,1194.0,2.0,46.0,2
2960,Parappana Agrahara,1194.0,2.0,47.0,2
2961,Parappana Agrahara,1194.0,2.0,47.0,2
2962,Parappana Agrahara,1194.0,2.0,46.0,2
2963,Parappana Agrahara,1194.0,2.0,46.0,2
2964,Pattandur Agrahara,1550.0,2.0,80.0,3
2965,Pattandur Agrahara,1247.0,2.0,59.8,2
2966,Pattandur Agrahara,900.0,2.0,42.0,2
2967,Pattandur Agrahara,1302.0,2.0,66.0,2
2968,Pattandur Agrahara,1550.0,2.0,80.0,3
2969,Pattandur Agrahara,1247.0,2.0,62.35,2
2970,Pattandur Agrahara,1350.0,2.0,68.0,2
2971,Poorna Pragna Layout,920.0,2.0,39.55,2
2972,Poorna Pragna Layout,1160.0,2.0,46.39,2
2973,Poorna Pragna Layout,1160.0,2.0,46.39,2
2974,Poorna Pragna Layout,1160.0,2.0,46.39,2
2975,Prithvi Layout,2028.0,4.0,162.0,4
2976,Prithvi Layout,1352.0,2.0,87.5,2
2977,Prithvi Layout,1190.0,2.0,68.0,2
2978,Prithvi Layout,1352.0,2.0,85.0,2
2979,Prithvi Layout,1352.0,2.0,75.0,2
2980,Prithvi Layout,1352.0,3.0,93.0,2
2981,R.T. Nagar,1200.0,2.0,120.0,2
2982,R.T. Nagar,1235.0,2.0,65.0,2
2983,R.T. Nagar,970.0,2.0,55.0,2
2984,R.T. Nagar,1560.0,3.0,125.0,3
2985,R.T. Nagar,1200.0,2.0,60.0,2
2986,R.T. Nagar,1150.0,2.0,72.0,2
2987,R.T. Nagar,3600.0,8.0,165.0,9
2988,R.T. Nagar,1100.0,2.0,85.0,2
2989,R.T. Nagar,1667.0,3.0,130.0,3
2990,Rachenahalli,1050.0,2.0,52.07,2
2991,Rachenahalli,1050.0,2.0,55.5,2
2992,Rachenahalli,1050.0,2.0,53.5,2
2993,Rachenahalli,1220.0,2.0,59.5,2
2994,Rachenahalli,1050.0,2.0,52.5,2
2995,Rachenahalli,1050.0,2.0,52.1,2
2996,Rachenahalli,1050.0,2.0,53.5,2
2997,Rachenahalli,1113.0,2.0,55.0,2
2998,Rachenahalli,680.0,1.0,32.64,1
2999,Rachenahalli,412.5,1.0,19.8,1
3000,Rachenahalli,1050.0,2.0,52.5,2
3001,Rachenahalli,1050.0,2.0,55.5,2
3002,Rachenahalli,985.0,2.0,49.97,2
3003,Rachenahalli,1050.0,2.0,52.5,2
3004,Rachenahalli,1050.0,2.0,52.08,2
3005,Rachenahalli,1050.0,2.0,52.07,2
3006,Rachenahalli,1050.0,2.0,52.08,2
3007,Rachenahalli,985.0,2.0,49.97,2
3008,Rachenahalli,1050.0,2.0,52.5,2
3009,Rachenahalli,985.0,2.0,50.17,2
3010,Rachenahalli,985.0,2.0,50.17,2
3011,Rachenahalli,1050.0,2.0,52.71,2
3012,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3013,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3014,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3015,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3016,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3017,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3018,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
3020,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
3021,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3022,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
3023,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3024,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
3025,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3026,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3027,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3029,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
3031,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3032,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3033,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
3034,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3035,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3036,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3037,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
3038,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3039,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3040,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3041,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3042,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
3043,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3044,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3046,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3047,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3048,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
3049,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3050,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3051,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3052,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3053,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3054,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3055,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
3056,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3057,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3058,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3059,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3060,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3062,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3063,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3064,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3065,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
3066,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3069,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3070,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3071,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
3072,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
3073,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3074,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
3075,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3076,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
3078,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
3079,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
3083,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3084,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
3085,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
3087,Rajaji Nagar,3516.0,4.0,540.0,4
3089,Rajaji Nagar,3526.0,4.0,558.0,4
3093,Rajaji Nagar,1718.0,3.0,288.0,2
3095,Rajaji Nagar,1160.0,1.0,163.0,2
3096,Rajaji Nagar,2448.0,3.0,400.0,3
3099,Rajaji Nagar,2300.0,3.0,369.0,3
3101,Rajaji Nagar,2559.0,3.0,403.0,3
3102,Rajaji Nagar,1763.0,3.0,262.0,2
3103,Rajaji Nagar,2533.0,3.0,425.0,3
3104,Rajaji Nagar,1640.0,3.0,262.0,3
3105,Rajaji Nagar,1200.0,1.0,200.0,2
3106,Rajaji Nagar,2367.0,3.0,375.0,3
3108,Rajaji Nagar,1640.0,3.0,268.0,3
3111,Rajaji Nagar,2390.0,3.0,372.0,3
3112,Rajaji Nagar,2415.0,3.0,399.0,3
3113,Rajaji Nagar,1718.0,3.0,275.0,2
3114,Rajaji Nagar,1763.0,3.0,240.0,2
3115,Rajaji Nagar,2409.0,3.0,395.0,3
3117,Rajiv Nagar,2340.0,4.0,148.0,4
3118,Rajiv Nagar,1330.0,2.0,93.0,2
3119,Rajiv Nagar,1309.0,2.0,80.0,2
3120,Rajiv Nagar,2340.0,4.0,145.0,4
3121,Rajiv Nagar,2340.0,5.0,160.0,4
3122,Ramagondanahalli,1151.0,2.0,48.77,2
3123,Ramagondanahalli,1235.0,2.0,52.04,2
3124,Ramagondanahalli,1610.0,2.0,111.0,3
3125,Ramagondanahalli,540.0,1.0,30.0,1
3126,Ramagondanahalli,1215.0,2.0,51.26,2
3127,Ramagondanahalli,2257.0,4.0,157.0,3
3128,Ramagondanahalli,1253.0,2.0,52.66,2
3129,Ramagondanahalli,1151.0,2.0,50.5,2
3130,Ramagondanahalli,2257.0,3.0,159.0,3
3131,Ramagondanahalli,1251.0,2.0,53.0,2
3132,Ramagondanahalli,845.0,2.0,45.82,2
3133,Ramagondanahalli,2040.0,3.0,114.0,3
3134,Ramagondanahalli,1610.0,2.0,112.0,3
3136,Ramagondanahalli,1125.0,2.0,75.0,2
3137,Ramagondanahalli,2257.0,3.0,155.0,3
3138,Ramagondanahalli,1500.0,3.0,100.0,3
3139,Ramagondanahalli,1910.0,3.0,131.0,3
3140,Ramamurthy Nagar,3700.0,4.0,225.0,4
3141,Ramamurthy Nagar,3500.0,5.0,150.0,5
3142,Ramamurthy Nagar,1040.0,2.0,50.0,2
3143,Ramamurthy Nagar,1200.0,3.0,72.0,2
3144,Ramamurthy Nagar,950.0,2.0,50.79,2
3145,Ramamurthy Nagar,1200.0,2.0,66.0,3
3146,Ramamurthy Nagar,1100.0,2.0,68.0,2
3147,Ramamurthy Nagar,1170.0,2.0,46.8,2
3148,Ramamurthy Nagar,1150.0,2.0,51.0,2
3149,Ramamurthy Nagar,1200.0,2.0,48.0,2
3150,Ramamurthy Nagar,1110.0,2.0,65.0,2
3151,Ramamurthy Nagar,1006.0,2.0,57.0,2
3152,Ramamurthy Nagar,1200.0,2.0,76.0,2
3153,Ramamurthy Nagar,700.0,2.0,33.0,2
3154,Ramamurthy Nagar,1125.0,2.0,47.0,2
3155,Ramamurthy Nagar,1000.0,2.0,62.0,2
3156,Ramamurthy Nagar,1334.0,2.0,67.0,2
3157,Ramamurthy Nagar,1200.0,2.0,57.9,2
3158,Ramamurthy Nagar,2200.0,4.0,130.0,4
3159,Ramamurthy Nagar,1050.0,2.0,51.66,2
3160,Ramamurthy Nagar,2316.0,3.0,125.0,3
3161,Ramamurthy Nagar,1101.0,2.0,50.0,2
3162,Ramamurthy Nagar,935.0,2.0,39.0,2
3163,Ramamurthy Nagar,1200.0,2.0,68.0,2
3164,Rayasandra,1065.0,2.0,44.95,2
3165,Rayasandra,1708.0,3.0,75.0,3
3166,Rayasandra,1577.0,3.0,67.0,3
3167,Rayasandra,1253.0,2.0,57.0,2
3168,Rayasandra,583.0,1.0,26.9,1
3169,Rayasandra,1198.0,2.0,54.0,2
3170,Rayasandra,1601.0,3.0,70.0,3
3171,Rayasandra,1708.0,3.0,76.0,4
3172,Rayasandra,470.0,1.0,21.0,1
3173,Rayasandra,1357.0,2.0,59.0,3
3174,Sahakara Nagar,1500.0,2.0,95.0,3
3175,Sahakara Nagar,1100.0,2.0,56.0,2
3176,Sahakara Nagar,1100.0,2.0,75.0,3
3177,Sahakara Nagar,1655.0,3.0,115.0,3
3178,Sahakara Nagar,1150.0,2.0,54.0,2
3179,Sahakara Nagar,1270.0,2.0,69.85,2
3180,Sahakara Nagar,960.0,2.0,56.0,2
3181,Sahakara Nagar,1048.0,2.0,50.0,2
3182,Sahakara Nagar,1160.0,2.0,55.0,2
3183,Sahakara Nagar,1200.0,2.0,75.0,3
3184,Sahakara Nagar,1100.0,2.0,55.0,2
3185,Sahakara Nagar,1000.0,2.0,60.0,2
3186,Sahakara Nagar,1370.0,2.0,90.0,3
3187,Sahakara Nagar,1100.0,2.0,55.0,2
3188,Sahakara Nagar,1100.0,2.0,75.0,3
3189,Sahakara Nagar,1180.0,2.0,72.0,2
3190,Sahakara Nagar,1200.0,2.0,60.0,2
3191,Sahakara Nagar,1201.0,2.0,80.0,2
3192,Sahakara Nagar,1291.0,2.0,72.3,2
3193,Sanjay nagar,1000.0,2.0,70.0,2
3194,Sanjay nagar,1100.0,2.0,98.0,2
3195,Sanjay nagar,1150.0,2.0,72.2,2
3196,Sanjay nagar,3300.0,3.0,250.0,5
3197,Sanjay nagar,1575.0,2.0,90.0,2
3198,Sanjay nagar,960.0,2.0,55.0,2
3199,Sanjay nagar,1150.0,2.0,70.0,2
3200,Sanjay nagar,1180.0,2.0,80.0,2
3201,Sarakki Nagar,2121.0,4.0,253.0,3
3202,Sarakki Nagar,2289.0,3.0,260.0,3
3203,Sarakki Nagar,2145.0,4.0,270.0,3
3204,Sarakki Nagar,1200.0,3.0,128.0,3
3205,Sarakki Nagar,2663.0,4.0,338.0,3
3206,Sarjapur,1600.0,3.0,75.0,3
3207,Sarjapur,1242.5,2.0,43.49,2
3208,Sarjapur,913.0,2.0,32.0,2
3209,Sarjapur,1185.0,2.0,47.0,2
3210,Sarjapur,900.0,2.0,42.0,3
3211,Sarjapur,1020.0,2.0,35.0,2
3212,Sarjapur,1195.0,2.0,42.0,2
3213,Sarjapur,1240.0,2.0,44.0,2
3214,Sarjapur,950.0,2.0,32.5,2
3215,Sarjapur,1215.0,2.0,40.0,2
3216,Sarjapur,1000.0,2.0,30.0,2
3217,Sarjapur,1157.0,2.0,40.0,2
3218,Sarjapur,2020.0,3.0,85.0,3
3219,Sarjapur,1240.0,2.0,44.3,2
3220,Sarjapur,625.0,1.0,19.0,1
3221,Sarjapur,913.0,2.0,36.0,2
3222,Sarjapur,1404.0,2.0,53.35,3
3223,Sarjapur,1830.0,3.0,88.0,3
3224,Sarjapur,1364.0,2.0,56.0,3
3225,Sarjapur,1044.0,2.0,32.0,2
3226,Sarjapur,650.0,1.0,19.87,1
3227,Sarjapur,1175.0,2.0,42.0,2
3228,Sarjapur,1240.0,2.0,43.1,2
3229,Sarjapur,1032.0,2.0,42.0,2
3230,Sarjapur,1044.0,2.0,34.0,2
3231,Sarjapur,1200.0,2.0,62.0,2
3232,Sarjapur,900.0,2.0,27.98,2
3233,Sarjapur,850.0,2.0,32.0,2
3234,Sarjapur,1175.0,2.0,41.68,2
3235,Sarjapur,920.0,2.0,33.0,2
3236,Sarjapur,1150.0,2.0,41.0,2
3237,Sarjapur,1200.0,2.0,42.6,2
3238,Sarjapur,1333.0,3.0,50.0,3
3239,Sarjapur,1044.0,2.0,36.0,2
3240,Sarjapur,950.0,2.0,35.0,2
3241,Sarjapur,2172.0,3.0,100.0,3
3242,Sarjapur,1525.0,2.0,68.0,3
3243,Sarjapur,1095.0,2.0,45.0,2
3244,Sarjapur,1425.0,3.0,57.0,3
3245,Sarjapur  Road,1787.0,3.0,125.0,3
3246,Sarjapur  Road,1000.0,2.0,67.0,2
3247,Sarjapur  Road,1195.0,2.0,70.0,2
3248,Sarjapur  Road,1550.0,3.0,100.0,3
3249,Sarjapur  Road,1691.0,3.0,113.0,3
3250,Sarjapur  Road,1278.0,2.0,95.0,2
3253,Sarjapur  Road,1984.0,4.0,146.0,3
3254,Sarjapur  Road,1700.0,3.0,110.0,3
3255,Sarjapur  Road,1157.0,2.0,75.0,3
3256,Sarjapur  Road,4111.0,4.0,310.0,4
3257,Sarjapur  Road,1050.0,2.0,62.0,2
3258,Sarjapur  Road,1691.0,3.0,119.0,3
3259,Sarjapur  Road,1846.0,3.0,140.0,3
3260,Sarjapur  Road,1233.0,2.0,77.65,2
3261,Sarjapur  Road,1680.0,3.0,112.0,3
3262,Sarjapur  Road,1255.0,2.0,92.0,2
3263,Sarjapur  Road,1311.0,2.0,78.0,2
3264,Sarjapur  Road,1157.0,2.0,75.0,3
3265,Sarjapur  Road,1145.0,2.0,75.0,2
3266,Sarjapur  Road,1476.0,2.0,98.94,3
3268,Sarjapur  Road,685.0,1.0,40.0,1
3269,Sarjapur  Road,1241.0,2.0,82.0,2
3270,Sarjapur  Road,3785.0,6.0,280.0,4
3271,Sarjapur  Road,1280.0,2.0,76.0,2
3272,Sarjapur  Road,1263.0,2.0,78.0,2
3273,Sarjapur  Road,1308.0,2.0,83.0,2
3274,Sarjapur  Road,1150.0,2.0,77.0,2
3276,Sarjapur  Road,3785.0,5.0,280.0,4
3277,Sarjapur  Road,2556.0,3.0,169.0,3
3278,Sarjapur  Road,1278.0,2.0,90.0,2
3279,Sarjapur  Road,1305.0,2.0,99.0,2
3280,Sarjapur  Road,1755.0,3.0,122.0,3
3281,Sarjapur  Road,1455.0,2.0,98.0,3
3282,Sarjapur  Road,1850.0,3.0,140.0,3
3283,Sarjapur  Road,1826.0,3.0,130.0,3
3284,Sarjapur  Road,1660.0,2.0,116.0,3
3286,Sarjapur  Road,1200.0,2.0,75.0,2
3287,Sarjapur  Road,1229.0,2.0,70.0,2
3288,Sarjapur  Road,1711.0,3.0,110.0,3
3289,Sarjapur  Road,1050.0,2.0,63.5,2
3290,Sarjapur  Road,1350.0,2.0,102.0,2
3291,Sarjapur  Road,1320.0,2.0,100.0,2
3292,Sarjapur  Road,1984.0,4.0,145.0,3
3293,Sarjapur  Road,1691.0,3.0,113.0,3
3295,Sarjapur  Road,1693.0,3.0,125.0,3
3296,Sarjapur  Road,1826.0,3.0,125.0,3
3297,Sarjapur  Road,1660.0,3.0,116.0,3
3298,Sarjapur  Road,1830.0,3.0,119.0,3
3299,Sarjapur  Road,1059.0,2.0,68.0,2
3300,Sarjapur  Road,1157.0,2.0,74.0,3
3301,Sarjapur  Road,1700.0,3.0,118.0,3
3302,Sarjapur  Road,1691.0,3.0,120.0,3
3303,Sarjapur  Road,1308.0,2.0,75.0,2
3304,Sarjapur  Road,1826.0,3.0,130.0,3
3306,Sarjapur  Road,984.0,2.0,59.0,2
3307,Sarjapur  Road,702.0,1.0,52.0,1
3308,Sarjapur  Road,1242.0,2.0,75.0,2
3309,Sarjapur  Road,2100.0,3.0,135.0,3
3310,Sarjapur  Road,1787.0,3.0,116.0,3
3311,Sarjapur  Road,1026.0,2.0,60.55,2
3312,Sarjapur  Road,1350.0,2.0,85.0,2
3314,Sarjapur  Road,1019.0,2.0,62.0,2
3315,Sarjapur  Road,2880.0,3.0,211.0,4
3316,Sarjapur  Road,1691.0,3.0,119.0,3
3317,Sarjapur  Road,1335.0,2.0,95.0,2
3318,Sarjapur  Road,1680.0,3.0,126.0,3
3319,Sarjapur  Road,1510.0,2.0,110.0,3
3320,Sarjapur  Road,1242.0,2.0,78.0,2
3321,Sarjapur  Road,1129.0,2.0,69.0,2
3322,Sarjapur  Road,1850.0,3.0,140.0,3
3323,Sarjapur  Road,1157.0,2.0,75.0,3
3324,Sarjapur  Road,2425.0,5.0,175.0,4
3326,Sarjapur  Road,1800.0,3.0,128.0,3
3327,Sarjapur  Road,1026.0,2.0,60.8,2
3328,Sarjapur  Road,1216.0,2.0,70.0,2
3329,Sarjapur  Road,1026.0,2.0,60.8,2
3330,Sarjapur  Road,1600.0,3.0,120.0,3
3331,Sarjapur  Road,1660.0,2.0,116.0,3
3332,Sarjapur  Road,2089.0,3.0,148.0,3
3334,Sarjapur  Road,1290.0,2.0,88.0,2
3335,Sarjapur  Road,1371.0,2.0,86.0,2
3336,Sarjapur  Road,2140.0,3.0,139.0,3
3337,Sarjapur  Road,1691.0,3.0,119.0,3
3338,Sarjapur  Road,1367.0,2.0,80.0,2
3339,Sarjapur  Road,1984.0,4.0,148.0,3
3340,Sarjapur  Road,1132.0,2.0,70.0,2
3341,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
3342,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
3343,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
3344,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
3345,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
3346,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
3347,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
3348,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
3349,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
3350,Sarjapura - Attibele Road,740.0,1.0,23.65,1
3351,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
3352,Sector 2 HSR Layout,1296.0,2.0,75.0,2
3353,Sector 2 HSR Layout,1143.0,2.0,65.0,2
3354,Sector 2 HSR Layout,1665.0,3.0,110.0,3
3355,Sector 2 HSR Layout,1600.0,3.0,90.0,3
3356,Sector 2 HSR Layout,1231.0,2.0,66.0,2
3357,Sector 7 HSR Layout,3000.0,5.0,275.0,4
3358,Sector 7 HSR Layout,1163.0,2.0,98.86,2
3359,Sector 7 HSR Layout,1760.0,3.0,145.0,3
3360,Sector 7 HSR Layout,1163.0,2.0,98.86,2
3361,Sector 7 HSR Layout,1342.0,2.0,115.0,2
3362,Sector 7 HSR Layout,1760.0,3.0,160.0,3
3363,Sector 7 HSR Layout,1760.0,3.0,142.0,3
3364,Sector 7 HSR Layout,2400.0,2.0,195.0,3
3365,Sector 7 HSR Layout,1162.0,2.0,98.77,2
3366,Seegehalli,901.0,2.0,35.14,2
3367,Seegehalli,800.0,1.0,50.0,2
3368,Seegehalli,1200.0,2.0,62.0,3
3369,Seegehalli,1155.0,2.0,72.0,2
3371,Seegehalli,4000.0,3.0,235.0,3
3372,Seegehalli,1096.0,2.0,41.0,2
3374,Seegehalli,1134.0,2.0,45.0,2
3375,Seegehalli,1683.0,3.0,80.0,3
3376,Seegehalli,1176.0,2.0,50.0,2
3377,Shampura,700.0,1.0,35.0,2
3378,Shampura,1400.0,3.0,70.0,3
3379,Shampura,1475.0,3.0,78.0,3
3380,Shivaji Nagar,850.0,2.0,55.0,2
3381,Shivaji Nagar,1554.0,3.0,130.0,2
3382,Shivaji Nagar,3820.0,1.0,306.0,1
3383,Shivaji Nagar,703.0,2.0,49.5,2
3384,Singasandra,3850.0,6.0,195.0,4
3385,Singasandra,1100.0,2.0,52.0,2
3386,Singasandra,1300.0,2.0,65.0,2
3387,Singasandra,1510.0,3.0,75.0,3
3388,Singasandra,1179.0,2.0,56.0,2
3389,Singasandra,1416.0,2.0,67.0,2
3390,Singasandra,1476.0,2.0,73.0,3
3391,Singasandra,1653.0,3.0,85.0,3
3392,Somasundara Palya,1255.0,2.0,67.0,2
3393,Somasundara Palya,1329.0,2.0,70.0,2
3394,Somasundara Palya,2372.0,3.0,140.0,3
3395,Somasundara Palya,1185.0,2.0,70.0,2
3396,Somasundara Palya,2400.0,3.0,140.0,4
3397,Somasundara Palya,1650.0,3.0,95.0,3
3398,Sompura,1025.0,2.0,37.0,3
3399,Sompura,1126.0,2.0,39.0,2
3400,Sompura,825.0,2.0,32.0,2
3401,Sompura,1350.0,2.0,47.0,3
3402,Sompura,2150.0,3.0,85.0,4
3403,Sonnenahalli,896.0,2.0,43.75,2
3404,Sonnenahalli,1011.0,2.0,50.53,2
3405,Sonnenahalli,614.5,1.0,30.715,1
3406,Sonnenahalli,1484.0,3.0,74.18,3
3407,Sonnenahalli,1610.0,3.0,80.48,3
3408,Sonnenahalli,1415.0,2.0,65.0,3
3409,Sonnenahalli,1268.0,2.0,58.0,2
3410,Sonnenahalli,1268.0,2.0,56.0,2
3411,Sonnenahalli,605.0,1.0,30.24,1
3412,Sonnenahalli,1484.0,3.0,75.0,3
3413,Subramanyapura,929.0,2.0,50.17,2
3414,Subramanyapura,975.0,2.0,58.0,2
3415,Subramanyapura,985.0,2.0,58.0,2
3417,Subramanyapura,1313.0,2.0,73.0,2
3418,Subramanyapura,1313.0,2.0,66.5,2
3420,Subramanyapura,929.0,2.0,48.0,2
3421,Subramanyapura,950.0,2.0,55.0,2
3422,Subramanyapura,960.0,2.0,55.0,2
3423,Subramanyapura,1260.0,2.0,73.0,3
3425,Subramanyapura,929.0,2.0,49.0,2
3426,Subramanyapura,1260.0,2.0,75.0,3
3427,Subramanyapura,929.0,1.0,51.0,2
3428,Subramanyapura,1880.0,3.0,110.0,3
3429,Sultan Palaya,1700.0,3.0,120.0,3
3430,Sultan Palaya,900.0,2.0,45.0,2
3431,Sultan Palaya,1009.0,2.0,65.0,2
3432,Sultan Palaya,5000.0,5.0,325.0,4
3433,TC Palaya,1200.0,2.0,65.0,2
3434,TC Palaya,1200.0,2.0,70.0,2
3435,TC Palaya,900.0,2.0,55.0,2
3436,TC Palaya,4800.0,3.0,302.0,4
3437,TC Palaya,1000.0,2.0,64.0,2
3438,TC Palaya,900.0,2.0,55.0,2
3439,TC Palaya,1200.0,2.0,66.0,2
3440,TC Palaya,900.0,2.0,55.0,2
3441,TC Palaya,900.0,2.0,55.0,2
3442,TC Palaya,1200.0,2.0,65.0,2
3443,TC Palaya,1100.0,2.0,65.0,2
3444,TC Palaya,1200.0,2.0,70.0,2
3445,TC Palaya,900.0,2.0,55.0,2
3446,TC Palaya,900.0,2.0,55.0,2
3447,TC Palaya,1082.0,2.0,64.0,2
3448,Talaghattapura,1868.0,3.0,131.0,3
3449,Talaghattapura,2038.5,3.0,120.0,3
3450,Talaghattapura,2106.0,3.0,126.0,3
3451,Talaghattapura,1868.0,3.0,121.0,3
3452,Talaghattapura,2106.0,3.0,126.0,3
3453,Talaghattapura,1868.0,3.0,120.0,3
3454,Talaghattapura,1804.0,3.0,115.0,3
3455,Talaghattapura,2254.0,3.0,153.0,3
3456,Talaghattapura,2106.0,3.0,148.0,3
3457,Talaghattapura,2273.0,3.0,159.0,3
3458,Talaghattapura,2099.0,3.0,147.0,3
3459,Talaghattapura,2273.0,3.0,145.0,3
3460,Talaghattapura,1175.0,2.0,62.0,2
3461,Talaghattapura,1804.0,3.0,127.0,3
3462,Talaghattapura,2038.5,3.0,122.0,3
3463,Talaghattapura,2265.0,3.0,159.0,3
3464,Talaghattapura,2099.0,3.0,134.0,3
3466,Thanisandra,2144.0,3.0,145.0,3
3467,Thanisandra,445.0,1.0,28.0,1
3469,Thanisandra,2144.0,3.0,135.0,3
3471,Thanisandra,1265.0,2.0,85.0,2
3472,Thanisandra,776.5,2.0,48.145,1
3473,Thanisandra,1564.0,3.0,101.0,3
3474,Thanisandra,1847.0,3.0,123.0,3
3475,Thanisandra,1697.0,3.0,114.0,3
3476,Thanisandra,1917.0,3.0,122.0,3
3478,Thanisandra,760.0,1.0,50.3,1
3479,Thanisandra,1697.0,3.0,115.0,3
3480,Thanisandra,923.0,1.0,60.84,1
3482,Thanisandra,1411.0,3.0,93.04,3
3483,Thanisandra,1996.0,3.0,135.0,3
3484,Thanisandra,1801.0,3.0,115.0,3
3485,Thanisandra,1265.0,2.0,82.0,2
3486,Thanisandra,662.0,1.0,42.0,1
3487,Thanisandra,1948.0,3.0,130.0,3
3488,Thanisandra,1098.0,2.0,74.0,2
3489,Thanisandra,1564.0,3.0,104.0,3
3490,Thanisandra,2127.0,3.0,135.0,3
3494,Thanisandra,1056.0,2.0,68.0,2
3495,Thanisandra,1411.0,3.0,93.15,3
3497,Thanisandra,1093.0,2.0,72.0,2
